,Gene Start,Gene Size,Strand,Gene Product,Accession
267,194958.0,572.0,+,hypothetical protein_35,175.0
268,69176.0,347.0,-,hypothetical protein_21,58.0
269,73016.0,1004.0,-,hypothetical protein_73,63.0
270,185244.0,710.0,+,hypothetical protein_8,166.0
271,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
272,194958.0,572.0,+,hypothetical protein_35,175.0
273,69176.0,347.0,-,hypothetical protein_21,58.0
274,73016.0,1004.0,-,hypothetical protein_73,63.0
275,185244.0,710.0,+,hypothetical protein_8,166.0
276,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
277,194958.0,572.0,+,hypothetical protein_35,175.0
278,69176.0,347.0,-,hypothetical protein_21,58.0
279,73016.0,1004.0,-,hypothetical protein_73,63.0
280,185244.0,710.0,+,hypothetical protein_8,166.0
281,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
282,194958.0,572.0,+,hypothetical protein_35,175.0
283,69176.0,347.0,-,hypothetical protein_21,58.0
284,73016.0,1004.0,-,hypothetical protein_73,63.0
285,185244.0,710.0,+,hypothetical protein_8,166.0
286,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
287,194958.0,572.0,+,hypothetical protein_35,175.0
288,69176.0,347.0,-,hypothetical protein_21,58.0
289,73016.0,1004.0,-,hypothetical protein_73,63.0
290,185244.0,710.0,+,hypothetical protein_8,166.0
291,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
292,194958.0,572.0,+,hypothetical protein_35,175.0
293,69176.0,347.0,-,hypothetical protein_21,58.0
294,73016.0,1004.0,-,hypothetical protein_73,63.0
295,185244.0,710.0,+,hypothetical protein_8,166.0
296,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
297,194958.0,572.0,+,hypothetical protein_35,175.0
298,69176.0,347.0,-,hypothetical protein_21,58.0
299,73016.0,1004.0,-,hypothetical protein_73,63.0
300,185244.0,710.0,+,hypothetical protein_8,166.0
301,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
302,194958.0,572.0,+,hypothetical protein_35,175.0
303,69176.0,347.0,-,hypothetical protein_21,58.0
304,73016.0,1004.0,-,hypothetical protein_73,63.0
305,185244.0,710.0,+,hypothetical protein_8,166.0
306,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
307,194958.0,572.0,+,hypothetical protein_35,175.0
308,625911.0,416.0,+,hypothetical protein_6,575.0
309,69176.0,347.0,-,hypothetical protein_21,58.0
310,73016.0,1004.0,-,hypothetical protein_73,63.0
311,185244.0,710.0,+,hypothetical protein_8,166.0
312,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
313,194958.0,572.0,+,hypothetical protein_35,175.0
314,625911.0,416.0,+,hypothetical protein_6,575.0
315,626435.0,1208.0,+,hypothetical protein_5,576.0
316,69176.0,347.0,-,hypothetical protein_21,58.0
317,73016.0,1004.0,-,hypothetical protein_73,63.0
318,185244.0,710.0,+,hypothetical protein_8,166.0
319,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
320,194958.0,572.0,+,hypothetical protein_35,175.0
321,625911.0,416.0,+,hypothetical protein_6,575.0
322,626435.0,1208.0,+,hypothetical protein_5,576.0
323,69176.0,347.0,-,hypothetical protein_21,58.0
324,73016.0,1004.0,-,hypothetical protein_73,63.0
325,185244.0,710.0,+,hypothetical protein_8,166.0
326,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
327,194958.0,572.0,+,hypothetical protein_35,175.0
328,625911.0,416.0,+,hypothetical protein_6,575.0
329,626435.0,1208.0,+,hypothetical protein_5,576.0
330,69176.0,347.0,-,hypothetical protein_21,58.0
331,73016.0,1004.0,-,hypothetical protein_73,63.0
332,185244.0,710.0,+,hypothetical protein_8,166.0
333,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
334,194958.0,572.0,+,hypothetical protein_35,175.0
335,625911.0,416.0,+,hypothetical protein_6,575.0
336,626435.0,1208.0,+,hypothetical protein_5,576.0
337,721125.0,1679.0,-,hypothetical protein_47,665.0
338,69176.0,347.0,-,hypothetical protein_21,58.0
339,73016.0,1004.0,-,hypothetical protein_73,63.0
340,185244.0,710.0,+,hypothetical protein_8,166.0
341,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
342,194958.0,572.0,+,hypothetical protein_35,175.0
343,625911.0,416.0,+,hypothetical protein_6,575.0
344,626435.0,1208.0,+,hypothetical protein_5,576.0
345,721125.0,1679.0,-,hypothetical protein_47,665.0
346,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
347,69176.0,347.0,-,hypothetical protein_21,58.0
348,73016.0,1004.0,-,hypothetical protein_73,63.0
349,185244.0,710.0,+,hypothetical protein_8,166.0
350,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
351,194958.0,572.0,+,hypothetical protein_35,175.0
352,625911.0,416.0,+,hypothetical protein_6,575.0
353,626435.0,1208.0,+,hypothetical protein_5,576.0
354,721125.0,1679.0,-,hypothetical protein_47,665.0
355,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
356,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
357,69176.0,347.0,-,hypothetical protein_21,58.0
358,73016.0,1004.0,-,hypothetical protein_73,63.0
359,185244.0,710.0,+,hypothetical protein_8,166.0
360,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
361,194958.0,572.0,+,hypothetical protein_35,175.0
362,625911.0,416.0,+,hypothetical protein_6,575.0
363,626435.0,1208.0,+,hypothetical protein_5,576.0
364,721125.0,1679.0,-,hypothetical protein_47,665.0
365,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
366,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
367,726120.0,725.0,-,hypothetical protein_43,668.0
368,69176.0,347.0,-,hypothetical protein_21,58.0
369,73016.0,1004.0,-,hypothetical protein_73,63.0
370,185244.0,710.0,+,hypothetical protein_8,166.0
371,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
372,194958.0,572.0,+,hypothetical protein_35,175.0
373,625911.0,416.0,+,hypothetical protein_6,575.0
374,626435.0,1208.0,+,hypothetical protein_5,576.0
375,721125.0,1679.0,-,hypothetical protein_47,665.0
376,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
377,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
378,726120.0,725.0,-,hypothetical protein_43,668.0
379,727128.0,620.0,-,hypothetical protein_64,669.0
380,69176.0,347.0,-,hypothetical protein_21,58.0
381,73016.0,1004.0,-,hypothetical protein_73,63.0
382,185244.0,710.0,+,hypothetical protein_8,166.0
383,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
384,194958.0,572.0,+,hypothetical protein_35,175.0
385,625911.0,416.0,+,hypothetical protein_6,575.0
386,626435.0,1208.0,+,hypothetical protein_5,576.0
387,721125.0,1679.0,-,hypothetical protein_47,665.0
388,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
389,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
390,726120.0,725.0,-,hypothetical protein_43,668.0
391,727128.0,620.0,-,hypothetical protein_64,669.0
392,729064.0,785.0,-,hypothetical protein_46,671.0
393,69176.0,347.0,-,hypothetical protein_21,58.0
394,73016.0,1004.0,-,hypothetical protein_73,63.0
395,185244.0,710.0,+,hypothetical protein_8,166.0
396,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
397,194958.0,572.0,+,hypothetical protein_35,175.0
398,625911.0,416.0,+,hypothetical protein_6,575.0
399,626435.0,1208.0,+,hypothetical protein_5,576.0
400,721125.0,1679.0,-,hypothetical protein_47,665.0
401,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
402,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
403,726120.0,725.0,-,hypothetical protein_43,668.0
404,727128.0,620.0,-,hypothetical protein_64,669.0
405,729064.0,785.0,-,hypothetical protein_46,671.0
406,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
407,69176.0,347.0,-,hypothetical protein_21,58.0
408,73016.0,1004.0,-,hypothetical protein_73,63.0
409,185244.0,710.0,+,hypothetical protein_8,166.0
410,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
411,194958.0,572.0,+,hypothetical protein_35,175.0
412,625911.0,416.0,+,hypothetical protein_6,575.0
413,626435.0,1208.0,+,hypothetical protein_5,576.0
414,721125.0,1679.0,-,hypothetical protein_47,665.0
415,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
416,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
417,726120.0,725.0,-,hypothetical protein_43,668.0
418,727128.0,620.0,-,hypothetical protein_64,669.0
419,729064.0,785.0,-,hypothetical protein_46,671.0
420,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
421,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
422,69176.0,347.0,-,hypothetical protein_21,58.0
423,73016.0,1004.0,-,hypothetical protein_73,63.0
424,185244.0,710.0,+,hypothetical protein_8,166.0
425,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
426,194958.0,572.0,+,hypothetical protein_35,175.0
427,625911.0,416.0,+,hypothetical protein_6,575.0
428,626435.0,1208.0,+,hypothetical protein_5,576.0
429,721125.0,1679.0,-,hypothetical protein_47,665.0
430,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
431,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
432,726120.0,725.0,-,hypothetical protein_43,668.0
433,727128.0,620.0,-,hypothetical protein_64,669.0
434,729064.0,785.0,-,hypothetical protein_46,671.0
435,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
436,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
437,790808.0,197.0,-,hypothetical protein_69,733.0
438,69176.0,347.0,-,hypothetical protein_21,58.0
439,73016.0,1004.0,-,hypothetical protein_73,63.0
440,185244.0,710.0,+,hypothetical protein_8,166.0
441,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
442,194958.0,572.0,+,hypothetical protein_35,175.0
443,625911.0,416.0,+,hypothetical protein_6,575.0
444,626435.0,1208.0,+,hypothetical protein_5,576.0
445,721125.0,1679.0,-,hypothetical protein_47,665.0
446,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
447,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
448,726120.0,725.0,-,hypothetical protein_43,668.0
