,Contig Length,Gene Count,Gene Size,Gene Start,Strand,Gene Product,Accession,Egg Description,Egg Name,Egg GOs,Egg EC,KEGG KO,KEGG Pathway,KEGG Module,KEGG Reaction,KEGG Reaction Class,Egg BRITE,KEGG TC,CAZy,BiGG Reaction,PFAMs
GCA_024102725_000000000098,10129,2,"[545, 1802]","[2415, 3348]","['+', '-']","['hypothetical protein_456', 'Virginiamycin B lyase_457']","[1803, 1805]","['PFAM Outer membrane lipoprotein Slp', 'COG4257 Streptogramin lyase']","['-', '-']","['-', '-']","['-', '-']","['ko:K07285', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['ko00000', '-']","['-', '-']","['-', '-']","['-', '-']","['Slp', 'CarboxypepD_reg']"
GCA_024102725_000000000100,62295,17,"[569, 308, 191, 227, 815, 995, 1016, 353, 494, 542, 467, 1715, 839, 638, 515, 773, 1541]","[31870, 35336, 35637, 40490, 41590, 42471, 43535, 44870, 45727, 46447, 47038, 49311, 52832, 53995, 58967, 59649, 60505]","['+', '-', '-', '+', '-', '-', '-', '-', '+', '-', '-', '+', '-', '+', '+', '+', '-']","['hypothetical protein_458', 'Antitoxin HigA-2_459', 'hypothetical protein_460', 'hypothetical protein_461', '6-phosphogluconolactonase', 'Glucokinase', '6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating', 'hypothetical protein_122', 'hypothetical protein_123', 'hypothetical protein_124', 'hypothetical protein_125', 'C4-dicarboxylic acid transporter DauA', 'hypothetical protein_462', 'hypothetical protein_463', 'Peptide methionine sulfoxide reductase MsrA', 'hypothetical protein_464', 'hypothetical protein_465']","[1846, 1849, 1850, 1856, 1858, 1859, 1860, 1861, 1862, 1863, 1864, 1868, 1873, 1874, 1881, 1882, 1883]","['\n\n\n\nDescription', '\n\n\n\nDescription', '\n\n\n\nDescription', 'Ribbon-helix-helix domain', 'PFAM glucosamine galactosamine-6-phosphate isomerase', 'Belongs to the bacterial glucokinase family', '6-phosphogluconate dehydrogenase', '-', '-', 'PFAM Phosphatidylethanolamine-binding protein', '-', 'sulphate transporter', 'Uncharacterized protein conserved in bacteria (DUF2236)', 'membrane', 'Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine', 'COG0526 Thiol-disulfide isomerase and thioredoxins', 'HCO3- transporter family']","['Preferred_name', 'Preferred_name', 'Preferred_name', '-', '-', 'glk', '-', '-', '-', '-', '-', '-', '-', '-', 'msrA', '-', '-']","['GOs', 'GOs', 'GOs', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['EC', 'EC', 'EC', '-', '3.1.1.31', '2.7.1.2', '1.1.1.343,1.1.1.44', '-', '-', '-', '-', '-', '-', '-', '1.8.4.11', '-', '-']","['KEGG_ko', 'KEGG_ko', 'KEGG_ko', '-', 'ko:K01057', 'ko:K00845', 'ko:K00033', '-', '-', 'ko:K06910', '-', 'ko:K03321', '-', '-', 'ko:K07304', '-', '-']","['KEGG_Pathway', 'KEGG_Pathway', 'KEGG_Pathway', '-', 'ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200', 'ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200', 'ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['KEGG_Module', 'KEGG_Module', 'KEGG_Module', '-', 'M00004,M00006,M00008', 'M00001,M00549', 'M00004,M00006', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['KEGG_Reaction', 'KEGG_Reaction', 'KEGG_Reaction', '-', 'R02035', 'R00299,R01600,R01786', 'R01528,R10221', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['KEGG_rclass', 'KEGG_rclass', 'KEGG_rclass', '-', 'RC00537', 'RC00002,RC00017', 'RC00001,RC00539', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['BRITE', 'BRITE', 'BRITE', '-', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko00001,ko00002,ko01000', '-', '-', 'ko00000', '-', 'ko00000,ko02000', '-', '-', 'ko00000,ko01000', '-', '-']","['KEGG_TC', 'KEGG_TC', 'KEGG_TC', '-', '-', '-', '-', '-', '-', '-', '-', '2.A.53.3', '-', '-', '-', '-', '-']","['CAZy', 'CAZy', 'CAZy', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['BiGG_Reaction', 'BiGG_Reaction', 'BiGG_Reaction', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['PFAMs', 'PFAMs', 'PFAMs', 'RHH_6', 'Glucosamine_iso', 'Glucokinase', '6PGD,NAD_binding_2', '-', '-', 'PBP', '-', 'STAS,Sulfate_transp', 'DUF2236', 'UPF0016', 'PMSR', 'AhpC-TSA', 'HCO3_cotransp']"
GCA_024102725_000000000101,5667,3,"[251, 2624, 1238]","[436, 1450, 4080]","['-', '-', '-']","['Sensor histidine kinase RcsC_466', 'hypothetical protein_467', 'hypothetical protein_468']","[1884, 1886, 1887]","['Response regulator receiver', 'Diguanylate cyclase', 'Protein of unknown function (DUF917)']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['ko:K03413', '-', 'ko:K09703']","['ko02020,ko02030,map02020,map02030', '-', '-']","['M00506', '-', '-']","['-', '-', '-']","['-', '-', '-']","['ko00000,ko00001,ko00002,ko02022,ko02035', '-', 'ko00000']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['Response_reg', 'GGDEF', 'DUF917']"
GCA_024102725_000000000103,6091,3,"[998, 1559, 881]","[8, 2179, 3771]","['+', '+', '+']","['Beta-barrel assembly-enhancing protease_126', 'hypothetical protein_469', 'hypothetical protein_470']","[1913, 1915, 1916]","['PEP-CTERM system TPR-repeat lipoprotein', 'Polysaccharide chain length determinant protein', 'AAA domain']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['TPR_16,TPR_19,TPR_4,TPR_8', 'GNVR,Wzz', 'AAA_31,CbiA']"
GCA_024102725_000000000104,2474,1,[248],[1309],['+'],['hypothetical protein_205'],[1919],['Antitoxin component of a toxin-antitoxin (TA) module'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['PhdYeFM_antitox']
GCA_024102725_000000000106,126882,32,"[3230, 9254, 215, 2498, 989, 485, 1109, 1025, 1244, 377, 1733, 2396, 287, 452, 503, 1049, 725, 3539, 320, 440, 557, 689, 872, 557, 377, 407, 1604, 1388, 419, 467, 596, 1169]","[585, 3820, 13261, 13486, 15978, 17391, 19518, 20697, 21719, 24653, 25111, 44221, 57769, 71229, 72487, 73509, 74558, 75347, 79023, 79524, 80149, 105631, 107244, 108241, 110873, 114182, 117030, 118914, 120624, 121327, 123798, 124428]","['-', '-', '+', '+', '-', '+', '+', '-', '-', '+', '+', '-', '-', '-', '+', '+', '+', '+', '+', '+', '+', '-', '-', '+', '-', '+', '+', '+', '+', '-', '+', '+']","['Tyrocidine synthase 3', 'D-alanine--D-alanyl carrier protein ligase', 'Protein MbtH', 'Aculeacin-A acylase', 'hypothetical protein_471', 'hypothetical protein_472', 'DNA polymerase IV', 'Arginine N-succinyltransferase', 'Succinyl-diaminopimelate desuccinylase', 'hypothetical protein_127', 'hypothetical protein_128', 'NADH-quinone oxidoreductase chain 3', 'hypothetical protein_473', 'hypothetical protein_474', 'hypothetical protein_129', 'hypothetical protein_130', 'hypothetical protein_475', 'Type IV pilus biogenesis factor PilY1', 'hypothetical protein_131', 'hypothetical protein_476', 'hypothetical protein_477', 'Phosphoserine phosphatase 1', 'RCS-specific HTH-type transcriptional activator RclR', 'hypothetical protein_478', 'hypothetical protein_132', 'hypothetical protein_479', 'hypothetical protein_480', 'hypothetical protein_481', 'hypothetical protein_482', 'hypothetical protein_133', 'hypothetical protein_483', 'hypothetical protein_134']","[1931, 1932, 1933, 1934, 1935, 1936, 1938, 1939, 1940, 1943, 1944, 1961, 1975, 1987, 1989, 1991, 1992, 1993, 1994, 1995, 1996, 2026, 2028, 2029, 2032, 2036, 2038, 2039, 2040, 2041, 2045, 2046]","['TIGRFAM Amino acid adenylation', 'TIGRFAM Amino acid adenylation', 'MbtH-like protein', 'penicillin amidase', 'Taurine catabolism dioxygenase TauD TfdA', 'Belongs to the P-Pant transferase superfamily', ""Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII"", 'Arginine N-succinyltransferase beta subunit', 'COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases', 'RESPONSE REGULATOR receiver', 'Putative diguanylate phosphodiesterase', 'TIGRFAM NADH-quinone oxidoreductase, chain G', '-', '-', 'Type II transport protein GspH', 'Type IV Pilus-assembly protein W', 'Type IV pilus assembly protein PilX C-term', 'Tfp pilus assembly protein, tip-associated adhesin PilY1', '-', 'TIGRFAM prepilin-type N-terminal cleavage methylation domain', 'protein transport across the cell outer membrane', 'phosphoglycerate mutase', 'Cupin', 'Cytochrome P460', 'SpoIIAA-like', '\n\n\n\nDescription', 'Belongs to the glutamate synthase family', 'alpha beta', 'signal-transduction protein containing cAMP-binding and CBS domains', 'PFAM CreA', '-', 'smart pdz dhr glgf']","['-', '-', '-', '-', '-', '-', 'dinB', '-', 'cpg2', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'fimT', '-', '-', '-', '-', 'Preferred_name', '-', '-', 'kdsD', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'GOs', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '3.5.1.11', '-', '-', '2.7.7.7', '-', '3.4.17.11', '-', '-', '1.6.5.3', '-', '-', '-', '-', '-', '-', '-', '-', '-', '5.4.2.12', '-', '-', '-', 'EC', '-', '-', '5.3.1.13', '-', '-', '-']","['-', '-', 'ko:K05375', 'ko:K01434', '-', '-', 'ko:K02346', '-', 'ko:K01295', '-', '-', 'ko:K00336', '-', '-', 'ko:K08084', 'ko:K02672', 'ko:K02673', 'ko:K02674', '-', 'ko:K02655', 'ko:K08084', 'ko:K15634', '-', '-', '-', 'KEGG_ko', '-', '-', 'ko:K06041', 'ko:K05805', '-', '-']","['-', '-', 'ko00261,ko01130,map00261,map01130', 'ko00311,ko01130,map00311,map01130', '-', '-', '-', '-', '-', '-', '-', 'ko00190,ko01100,map00190,map01100', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230', '-', '-', '-', 'KEGG_Pathway', '-', '-', 'ko00540,ko01100,map00540,map01100', '-', '-', '-']","['-', '-', 'M00736', '-', '-', '-', '-', '-', '-', '-', '-', 'M00144', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'M00001,M00002,M00003', '-', '-', '-', 'KEGG_Module', '-', '-', 'M00063', '-', '-', '-']","['-', '-', 'R10880', 'R02170', '-', '-', '-', '-', '-', '-', '-', 'R11945', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'R01518', '-', '-', '-', 'KEGG_Reaction', '-', '-', 'R01530', '-', '-', '-']","['-', '-', 'RC00064,RC00141,RC03296,RC03297,RC03298', 'RC00166,RC00328', '-', '-', '-', '-', '-', '-', '-', 'RC00061', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'RC00536', '-', '-', '-', 'KEGG_rclass', '-', '-', 'RC00541', '-', '-', '-']","['-', '-', 'ko00000,ko00001,ko00002', 'ko00000,ko00001,ko01000,ko01002', '-', '-', 'ko00000,ko01000,ko03400', '-', 'ko00000,ko01000,ko01002', '-', '-', 'ko00000,ko00001,ko00002,ko01000', '-', '-', 'ko00000,ko02044', 'ko00000,ko02035,ko02044', 'ko00000,ko02035,ko02044', 'ko00000,ko02035,ko02044', '-', 'ko00000,ko02035,ko02044', 'ko00000,ko02044', 'ko00000,ko00001,ko00002,ko01000', '-', '-', '-', 'BRITE', '-', '-', 'ko00000,ko00001,ko00002,ko01000,ko01005', 'ko00000', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '3.D.1', '-', '-', '3.A.15.2', '-', '-', '-', '-', '3.A.15.2', '3.A.15.2', '-', '-', '-', '-', 'KEGG_TC', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'CAZy', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'BiGG_Reaction', '-', '-', '-', '-', '-', '-']","['AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase', 'AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase', 'MbtH', 'Penicil_amidase', 'TauD', 'ACPS', 'IMS,IMS_C,IMS_HHH', 'AstA', 'M20_dimer,Peptidase_M20,Peptidase_M28', '-', 'EAL,GGDEF', 'Fer2_4,Molybdopterin,Molydop_binding,NADH-G_4Fe-4S_3', '-', '-', 'GspH,N_methyl', 'N_methyl,PilW', 'PilX,PilX_N', 'Neisseria_PilC', '-', 'ComP_DUS,N_methyl', 'GspH,N_methyl', 'His_Phos_1', 'Cupin_6,HTH_18', 'Cytochrome_P460', 'SpoIIAA-like', 'PFAMs', 'Glu_synthase', '-', 'CBS,SIS', 'CreA', '-', 'Cofac_haem_bdg,PDZ_2']"
GCA_024102725_000000000107,28807,6,"[2804, 518, 155, 1445, 599, 488]","[1497, 6167, 6676, 6844, 9893, 18155]","['+', '+', '+', '+', '+', '+']","['hypothetical protein_484', 'REP-associated tyrosine transposase', 'hypothetical protein_209', 'putative type I restriction enzymeP M protein', 'hypothetical protein_485', 'Na(+)/H(+) antiporter subunit E1']","[2050, 2053, 2054, 2055, 2057, 2064]","['EcoEI R protein C-terminal', 'Transposase IS200 like', 'Virulence protein RhuM family', 'Putative RNA methylase family UPF0020', 'Esterase-like activity of phytase', ""'subunit E of antiporter complex involved in resistance to high concentrations of Na , K , Li and or alkali""]","['-', '-', '-', '-', '-', 'phaE']","['-', '-', '-', '-', '-', '-']","['3.1.21.3', '-', '-', '2.1.1.72', '-', '-']","['ko:K01153', 'ko:K07491', '-', 'ko:K03427', '-', 'ko:K05562']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['ko00000,ko01000,ko02048', 'ko00000', '-', 'ko00000,ko01000,ko02048', '-', 'ko00000,ko02000']","['-', '-', '-', '-', '-', '2.A.63.1']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['EcoEI_R_C,Helicase_C,ResIII', 'Y1_Tnp', 'Fic,Virulence_RhuM', 'HsdM_N,N6_Mtase', 'CHRD,Phytase-like', 'MNHE']"
GCA_024102725_000000000108,27043,12,"[683, 935, 839, 539, 182, 317, 515, 353, 1154, 857, 230, 167]","[6224, 7649, 10197, 11125, 16083, 16909, 17379, 18011, 18634, 20106, 26543, 26770]","['+', '+', '+', '+', '-', '+', '+', '-', '-', '-', '+', '+']","['tRNA threonylcarbamoyladenosine biosynthesis protein TsaB', 'hypothetical protein_135', 'hypothetical protein_486', 'hypothetical protein_487', 'Cyclic di-GMP phosphodiesterase CdgJ_488', 'hypothetical protein_489', 'Heme oxygenase HutZ', 'hypothetical protein_490', 'hypothetical protein_136', 'putative protein_491', 'hypothetical protein_492', 'tRNA(fMet)-specific endonuclease VapC']","[2082, 2085, 2088, 2089, 2093, 2095, 2096, 2097, 2098, 2099, 2106, 2107]","['PFAM Peptidase M22, glycoprotease', 'PFAM periplasmic solute binding protein', 'Peptidase family M23', '-', 'EAL domain', 'Sigma 54 modulation protein / S30EA ribosomal protein', 'Pfam:Pyridox_oxidase', 'Phasin protein', '(GGDEF) domain', '\n\n\n\nDescription', 'toxin-antitoxin pair type II binding', 'PIN domain']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'Preferred_name', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'GOs', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'EC', '-', '-']","['ko:K14742', 'ko:K09815', '-', '-', '-', '-', '-', '-', '-', 'KEGG_ko', '-', '-']","['-', 'ko02010,map02010', '-', '-', '-', '-', '-', '-', '-', 'KEGG_Pathway', '-', '-']","['-', 'M00242', '-', '-', '-', '-', '-', '-', '-', 'KEGG_Module', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'KEGG_Reaction', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'KEGG_rclass', '-', '-']","['ko00000,ko03016', 'ko00000,ko00001,ko00002,ko02000', '-', '-', '-', '-', '-', '-', '-', 'BRITE', '-', '-']","['-', '3.A.1.15.3,3.A.1.15.5', '-', '-', '-', '-', '-', '-', '-', 'KEGG_TC', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'CAZy', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'BiGG_Reaction', '-', '-']","['Peptidase_M22', 'ZnuA', 'Peptidase_M23', '-', 'EAL,HDOD', 'Ribosomal_S30AE', '-', 'Phasin_2', 'GGDEF', 'PFAMs', 'MazE_antitoxin,PrlF_antitoxin', 'PIN']"
GCA_024102725_000000000109,48071,9,"[473, 620, 2072, 686, 509, 659, 566, 1085, 506]","[4841, 18519, 19470, 22649, 28990, 31159, 32756, 35121, 40256]","['+', '+', '+', '+', '+', '+', '+', '+', '-']","['hypothetical protein_137', 'Acyl-homoserine-lactone synthase', 'hypothetical protein_138', 'Phosphoglycolate phosphatase', 'hypothetical protein_139', 'Thiopurine S-methyltransferase', 'hypothetical protein_493', 'hypothetical protein_140', 'hypothetical protein_141']","[2109, 2119, 2121, 2123, 2129, 2131, 2133, 2136, 2141]","['CheW-like domain', 'Autoinducer synthase', 'Diguanylate cyclase', 'HAD-superfamily hydrolase, subfamily IA, variant 3', '-', 'Belongs to the class I-like SAM-binding methyltransferase superfamily. TPMT family', 'YfaZ precursor', '-', '-']","['-', '-', '-', 'gph', '-', 'tpm', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '2.3.1.184', '-', '3.1.3.18', '-', '2.1.1.67', '-', '-', '-']","['ko:K06598', 'ko:K13061', '-', 'ko:K01091', '-', 'ko:K00569', '-', '-', '-']","['ko02020,ko02025,map02020,map02025', 'ko00270,ko01100,ko02020,ko02024,ko02025,map00270,map01100,map02020,map02024,map02025', '-', 'ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130', '-', 'ko00983,map00983', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', 'R08939,R08940', '-', 'R01334', '-', 'R08236,R08239,R08246', '-', '-', '-']","['-', 'RC00021,RC00039', '-', 'RC00017', '-', 'RC00003,RC00980,RC02277', '-', '-', '-']","['ko00000,ko00001,ko02035', 'ko00000,ko00001,ko01000', '-', 'ko00000,ko00001,ko01000', '-', 'ko00000,ko00001,ko01000', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['CheW', 'Autoind_synth', 'EAL,GGDEF,PAS,PAS_3,PAS_4,PAS_9', 'HAD_2', '-', 'TPMT', 'YfaZ', '-', '-']"
GCA_024102725_000000000110,9778,3,"[1166, 155, 638]","[202, 1496, 4113]","['-', '+', '+']","['hypothetical protein_142', 'hypothetical protein_494', 'Outer-membrane lipoprotein carrier protein']","[2148, 2149, 2151]","['Peptidogalycan biosysnthesis/recognition', '-', 'Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)']","['-', '-', 'lolA']","['-', '-', '-']","['-', '-', '-']","['ko:K09919', '-', 'ko:K03634']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['ko00000', '-', 'ko00000']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['FemAB_like', '-', 'LolA']"
GCA_024102725_000000000113,10692,4,"[557, 923, 557, 830]","[123, 682, 1648, 8003]","['+', '+', '+', '+']","['hypothetical protein_231', 'Vitamin B12-binding protein', 'hypothetical protein_143', 'hypothetical protein_144']","[2166, 2167, 2168, 2175]","['ATPases of PP-loop superfamily', 'COG0614 ABC-type Fe3 -hydroxamate transport system, periplasmic component', '-', 'RibD C-terminal domain']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['Diphthami_syn_2', 'Peripla_BP_2', '-', 'RibD_C']"
GCA_024102725_000000000114,19605,12,"[2249, 1280, 827, 1256, 833, 860, 1238, 869, 926, 311, 548, 935]","[67, 2313, 3668, 4480, 6180, 7316, 8330, 9555, 10586, 12465, 13423, 14056]","['+', '+', '+', '+', '+', '+', '+', '+', '-', '+', '+', '+']","['hypothetical protein_145', 'hypothetical protein_146', 'Rhamnosyltransferase WbbL', 'hypothetical protein_495', 'hypothetical protein_496', 'hypothetical protein_497', 'hypothetical protein_147', 'hypothetical protein_148', 'Putative sporulation hydrolase CotR', 'hypothetical protein_498', 'hypothetical protein_499', 'hypothetical protein_149']","[2178, 2179, 2180, 2181, 2182, 2183, 2185, 2186, 2187, 2188, 2189, 2190]","['Domain of unknown function (DUF4838)', '-', 'Glycosyl transferase, family 2', 'transferase activity, transferring glycosyl groups', 'methyltransferase', 'Sulfotransferase family', 'Putative beta-barrel porin 2', 'polysaccharide export protein', 'Patatin-like phospholipase', 'TRL-like protein family', '-', 'Formate nitrite']","['-', '-', 'wbbL', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko:K07011', '-', '-', '-', '-', 'ko:K01991', '-', '-', '-', 'ko:K06212']","['-', '-', '-', '-', '-', '-', '-', 'ko02026,map02026', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko00000', '-', '-', '-', '-', 'ko00000,ko00001,ko02000', '-', '-', '-', 'ko00000,ko02000']","['-', '-', '-', '-', '-', '-', '-', '1.B.18', '-', '-', '-', '1.A.16.1.1,1.A.16.1.3']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['DUF4838', '-', 'Glyco_tranf_2_3,Glyco_transf_7C,Glycos_transf_2', 'Glyco_trans_1_4,Glycos_transf_1', 'Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31', 'Sulfotransfer_3', 'BBP2_2', 'Poly_export,SLBB', 'Patatin', 'TRL', '-', 'Form_Nir_trans']"
GCA_024102725_000000000115,21071,10,"[1052, 599, 1055, 494, 2024, 2291, 977, 1388, 2090, 440]","[277, 3041, 6214, 7537, 8038, 10304, 12592, 13680, 15065, 19663]","['-', '+', '-', '-', '-', '+', '+', '+', '+', '-']","['hypothetical protein_500', 'hypothetical protein_235', 'Arsenite methyltransferase', 'Response regulator protein TodT', 'Adaptive-response sensory-kinase SasA_501', 'hypothetical protein_150', 'Dipeptide transport system permease protein DppB', 'hypothetical protein_502', 'putative ABC transporter ATP-binding protein_503', 'Acetyltransferase']","[2194, 2198, 2202, 2204, 2205, 2206, 2207, 2208, 2209, 2211]","['Protein of unknown function (DUF3179)', 'Cytochrome P460', 'Pfam:Methyltransf_26', 'response regulator receiver', 'Histidine kinase', 'Extracellular solute-binding protein, family 5', 'PFAM binding-protein-dependent transport systems inner membrane component', 'PFAM binding-protein-dependent transport systems inner membrane component', 'Belongs to the ABC transporter superfamily', 'COG0454 Histone acetyltransferase HPA2 and related acetyltransferases']","['-', '-', '-', '-', '-', '-', '-', '-', '-', 'yjcF']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '2.1.1.137', '-', '2.7.13.3', '-', '-', '-', '-', '-']","['-', '-', 'ko:K07755', 'ko:K13041', 'ko:K02482,ko:K14986', '-', 'ko:K02033', 'ko:K02034', 'ko:K02031,ko:K02032', '-']","['-', '-', '-', 'ko02020,map02020', 'ko02020,map02020', '-', 'ko02024,map02024', 'ko02024,map02024', 'ko02024,map02024', '-']","['-', '-', '-', 'M00514', 'M00524', '-', 'M00239', 'M00239', 'M00239', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko00000,ko01000', 'ko00000,ko00001,ko00002,ko02022', 'ko00000,ko00001,ko00002,ko01000,ko01001,ko02022', '-', 'ko00000,ko00001,ko00002,ko02000', 'ko00000,ko00001,ko00002,ko02000', 'ko00000,ko00001,ko00002,ko02000', '-']","['-', '-', '-', '-', '-', '-', '3.A.1.5', '3.A.1.5', '3.A.1.5', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['DUF3179', 'Cytochrome_P460', 'Methyltransf_31', 'GerE,Response_reg', 'HATPase_c,HisKA,MASE1,PAS_4,PAS_9,Response_reg', 'SBP_bac_5', 'BPD_transp_1', 'BPD_transp_1', 'ABC_tran,oligo_HPY', 'Acetyltransf_10']"
